ProductKey;CultureName;ProductDescription
211;Nynorsk;Vår lettaste og i kvalitet beste aluminiumsramme laga av den nyaste legeringa. Ho er sveisa og varmebehandla for størst mogleg styrke. Det innovative designet vårt gir komfort og yting i særklasse.
211;Pashto;زمونږ سپک د تر ټولو غوره کیفیت لرونکی المونیمی چوکات د نویو ترکیباتو څخه جوړ شوی دی؛ دغه چوکات ته د ښه طاقت دپاره ولډنګ او حرارت ورکړل شوی دی او زمونږ د دیزاین د اختراع پایلی په اعظمی توګه د ښې کارونې او اسانتیا سبب دي.
211;Polish;"""Najlżejsza aluminiowa rama o najwyższej jakości, wykonana z najnowocześniejszego stopu. Rama jest spawana i hartowana w wysokiej temperaturze, co zapewnia jej odpowiednią wytrzymałość. Dzięki innowacyjnemu projektowi ta rama zapewnia maksymalny komfort i najwyższą wydajność."""
211;Portuguese (European);"""Feita a partir da mais recente liga, a nossa estrutura em alumínio leve e da melhor qualidade; soldada e com tratamento térmico para uma maior robustez. O nosso design inovador resulta num máximo do conforto e desempenho."""
211;Punjabi;"ਨਵੀਨਤਮ ਮਿਸ਼ਰਤ ਧਾਤ ਤੋਂ ਬਣਾਇਆ ਗਿਆ ਸਾਡਾ ਸਭ ਤੋਂ ਹਲਕਾ ਅਤੇ ਸਭ ਤੋਂ ਵਧੀਆ ਕੁਆਲਿਟੀ ਦਾ ਐਲੂਮੀਨੀਅਮ ਫ੍ਰੇਮ; ਮਜ਼ਬੂਤੀ ਦੇਣ ਲਈ ਇਸਨੂੰ ਵੈਲਡ ਕੀਤਾ ਗਿਆ ਹੈ ਅਤੇ ਤਾਪ-ਪ੍ਰਕਿਰਿਆ ਵਿੱਚੋਂ ਲੰਘਾਇਆ ਗਿਆ ਹੈ। ਸਾਡਾ ਨਵੀਨਤਾਕਾਰੀ ਡਿਜ਼ਾਈਨ ਵੱਧ ਤੋਂ ਵੱਧ ਆਰਾਮ ਅਤੇ ਪ੍ਰਦਰਸ਼ਨ ਮੁਹੱਈਆ ਕਰਦਾ ਹੈ।"
211;Quecha;"Ñuqaykupa aluminyuykuqa aswan sampallam hinallataq ancha allin tukuy yachaywan sumaq ruwasqa; ancha ninapi chulluchispa tinkisqa allin takyanampaq.kayqa musuqmi allin kanapaq mana tukuriq."
211;Romanian;"""Cadrul nostru de aluminiu, cel mai uşor şi de cea mai bună calitate, realizat din cel mai recent aliaj; este sudat şi tratat termic pentru îmbunătăţirea rezistenţei. Designul nostru inovator are ca rezultat un maximum de confort şi performanţă."""
211;Rumansh;"Noss rom d'aluminium il pli lev e da la pli auta qualitad or dal pli nov liament; buglì e tractà cun chalira per ina meglra stabilitad. Noss design innovativ porscha in confort excellent per prestaziuns maximalas."
211;Russian;"""Легчайшая высококачественная алюминиевая рама, сделанная из новейшего сплава. Дополнительная жесткость сварной рамы обеспечивается за счет термообработки. Передовая конструкция обеспечивает максимальный комфорт и эффективность."""
211;Serbian - Cyrillic;"Наш најлакши рам од најквалитетнијег алуминијума од најновије легуре; заварен и каљен да пружи већу снагу. Наш иновативан дизајн се огледа у максимуму удобности и перформанси."
211;Serbian - Latin;"Naš najlakši ram od najkvalitetnijeg aluminijuma od najnovije legure; zavaren i kaljen da pruži veću snagu. Naš inovativan dizajn se ogleda u maksimumu udobnosti i performansi."
211;Slovak;Náš najľahší hliníkový rám najvyššej kvality vyrobený z najnovšej zliatiny. Pevnosť sa dosiahla zváraním a tepelným spracovaním. Výsledkom nášho inovatívneho dizajnu je maximálne pohodlie a výkon.
211;Slovenian;"""Naš najlažji in najkakovostnejši aluminijast okvir iz najnovejše zlitine, ki je zvarjen in toplotno obdelan tako, da zdrži tudi največje napore. Rezultat našega inovativnega dela so izjemno udobni in visokokakovostni izdelki."""
211;Spanish;"Nuestro cuadro de aluminio más ligero y de calidad superior fabricado con la más avanzada aleación; está soldado y tratado con calor para una mejor resistencia. El resultado es un diseño innovador para la máxima comodidad y rendimiento."
211;Swahili;"Fremu yetu ya alumini iliyo nyepesi na ya ubora wa juu iliyotengezwa toka kwa aloi mpya kabisa; imeunganishwa na kuchomwa ili kuwa na nguvu. "
211;Swedish;Vår lättaste och bästa aluminiumram tillverkad av den senaste legeringen. Den är hopsvetsad och värmebehandlad för bästa styrka. Vår innovativa design ger högsta komfort och prestanda.
211;Tamil;"""எங்களுடைய இலேசான, சிறந்த தரமுள்ள அலுமினியம் ஃபிரேம் மிகப்புதிய கலப்பு உலோகத்திலிருந்து உருவாக்கப்பட்டுள்ளது; இதை வலுப்படுத்துவதற்கு இது அதிக வெப்பத்தில் பதப்படுத்தப்பட்டு பற்றவைக்கப்பட்டுள்ளது. எங்களுடைய புதுமையான வடிவமைப்பு அதிகபட்ச சௌகரியத்தையும் செயல்திறனையும் அளிக்கிறது."""
211;Telugu;"మా అతి తేలిక అయిన మరియు అత్యంత నాణ్యతగల అల్యూమినియం ఫ్రేము అత్యంత నూతన మిశ్రమ లోహంతో తయారు చేయబడింది; దృఢత్వం కోసం వెల్డింగ్ మరియు హీట్-ట్రీట్‌మెంట్ చేయబడింది. మా విశిష్ట డిజైన్ గరిష్ట సౌకర్యం మరియు పనితీరును అందిస్తుంది."
211;Tswana;"Foreimi ya rona ya aluminiamo e e botlhofotlhofo e bile e le ya boleng jo bo gaisang e e dirilweng ka motswakotshipi o o montšhwa; e noseditswe ya ba ya gotediwa ka molelo go e matlafatsa. Modiro wa rona o re o itshimololetseng o fa botobetobe e bile o dira sentle. "
211;Ukrainian;Наші найлегші рами виготовляються зі сплаву нового покоління на основі алюмінію найвищої якості. Задля максимальної міцності після зварювання елементів конструкції раму загартовують високими температурами. Завдяки новаторському підходу в розробленні конструкції рами було досягнуто найвищий рівень комфортабельності та виразні експлуатаційні якості.
211;Urdu;جدید ترین معدنی آمیزش سے تیار شدہ ہمارا سب سے ہلکا اور بہترین معیار کا المونیم فریم؛ اسے مضبوطی کے لئے آگ میں تپاکر جوڑا گيا ہے۔ ہماری اختراعی ڈیزائن زیادہ سے زيادہ آرام اور کارکردگی کا سبب بنتی ہے۔
211;Vietnamese;"Khung xe bằng nhôm nhẹ nhất và có chất lượng cao nhất của chúng tôi được làm từ loại hợp kim mới nhất; khung xe được hàn và xử lý nhiệt nhằm tăng độ bền. Thiết kế tiên tiến của chúng tôi giúp đem lại sự thoải mái và hiệu quả tối đa khi sử dụng."
211;Welsh;"Ein ffrâm alwminiwm ysgafnaf ac o'r ansawdd uchaf wedi ei lunio o'r aloi diweddaraf; mae wedi ei weldio a'i drin â gwres i'w gryfhau. Mae'n cynllun arloesol yn sicrhau'r cysur a pherfformiad uchaf."
211;Zulu;"Ifremu lethu le-aluminiyamu elilula neliyikhwalithi eyakhiwe ngengxube yensimbi entsha; ishiselwe yakhandelwa ukuvimbela ukushisa ukuze iqine. Idizayni yethu eqanjwe kabusha iholela kwintokomalo enkulu nasekusebenzeni okuhamba phambili. "
212;Afrikaans;"""Universeel bruikbare, goed geventileerde, liggewig, aanknip-sonskerm."""
212;Albanian;"""Strehëz e lëvizshme, e lehtë, me ajrosje të mirë, me masë universale."""
212;Basque;"""Egokitze unibertsala, aireztatze ona, arina, bisore bateratua."""
212;Bosnian (Cyrillic);"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
212;Bosnian (Latin);"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
212;Brazilian;"""Viseira de encaixe com regulagem universal, leve e bem ventilada."""
212;Bulgarian;"""Универсален дизайн, добра вентилация, малко тегло, подвижна козирка."""
212;Catalan;"""Mida universal, ben ventilat, lleuger, visor extraïble."""
212;Chinese - Hongkong;適合男女老幼的設計、透氣通風、質地輕巧，且附有可拆式帽簷。
212;Chinese - Trad;無差別設計，通風透氣，質地輕巧，帽簷可拆裝。
212;Croatian;"""Univerzalan, prozračan i lagan uklonjivi vizir."""
212;Czech;"""Univerzální, vzdušný a odlehčený zacvakávací štítek"""
212;Danish;"""Let og godt ventileret universalvisir, der kan klikkes på."""
212;Dutch;"""Universeel, goed geventileerd, lichtgewicht, snel monteerbaar vizier."""
212;Estonian;"""Universaalse sobivusega, hea õhutusega, kerge, klõps-kinnitusega visiir."""
212;Farsi;"""آفتابگیر با قابلیت نصب برای همه مدل ها، با تهویه مناسب و سبک وزن."""
212;Finnish;"""Vakiokoko, hyvät tuuletusaukot, kevyt rakenne, paikalleen napsautettava lippa."""
212;Galician;"""Talle única, ben ventilado, lixeiro, con viseira incorporada."""
212;Greek;"""Ένα μέγεθος, καλός εξαερισμός, ελαφρύ, προσαρτώμενη προσωπίδα."""
212;Gujrati;"""તમામ જગ્યા માટે અનુકૂળ, હવાની યોગ્ય અવર-જવર, હળવું વજન ધરાવતું સ્નૅપ-ઑન વાઇઝર. """
212;Hindi;"""युनिवर्सल फिट, हवादार, हल्के वज़न की, स्नेप-ऑन वायसर.  """
212;Hungarian;"""Egyetlen univerzális méret, jól szellőzik, pehelykönnyű, rápattintható napellenzővel."""
212;Icelandic;"""Passar öllum, gott loftflæði, léttur. Með ásmellanlegu skyggni."""
212;Indonesian;"""Sesuai untuk siapa saja, memiliki ventilasi yang memadai, ringan, dilengkapi pelindung matahari praktis."""
212;Inuktitut;"""r4fo]mk5 N7mQ/sJ8N3g6, hSD8N5txo3ymJ6, se5]g9lil, wo5b3gu4l bf4ns0Jtc3Li."""
212;Irish;"""Tá an scáthlán éadrom aeraithe go maith, oireann sé do chách agus cuirtear ina áit é de smeach."""
212;Italian;"""Visiera leggera, aerodinamica, misura unica, amovibile."""
212;Kannada;"""ಎಲ್ಲರಿಗೂ ಹೊಂದುವಂತಹದ್ದು, ವಾತಾನುಕೂಲಿ, ಹಗುರ, ಶಿರಸ್ತ್ರಾಣದೊಂದಿಗೆ ಉತ್ತಮವಾಗಿರುತ್ತದೆ."""
212;Kazakh;"""Әмбебап үйлесімді, жақсы желдетілетін, жеңіл, бекітілмелі шлем. """
212;Konkani;"""सर्वव्यापक नदरेन बरें, सामकें ल्हव आनी मदींच तुट्टा तसली."""
212;Korean;가볍고 잘 휘어지는 스냅온 바이져로 어디에나 잘 맞습니다.
212;Latvian;Universāls un viegls piepogājams sejas aizsegs ar labu gaisa plūsmu.
212;Lithuanian;"""Universaliai tinkantis, gerai vėdinamas, prisegamas antveidis."""
212;Luxenbourgish;"""Eng Gréisst, otmungsaktiv, liicht, mat enger Visière, déi een ka rofhuelen."""
212;Macedonian;"""Универзална големина, добра вентилација, мала тежина, визир што се отстранува."""
212;Malaysian;Visor sangkut yang ringan dengan pengudaraan yang baik dan muat secara universal.
212;Maori;"""He pare pōtae ka taea e te katoa te whakamau, he māmā te taumaha, he ngāwari te whakahono. """
212;Marathi;"""जागतिक फिट, उत्तम-वायूवीजन, वजनाला हलका, स्नॅप-ऑन वायझर."""
212;Nepali;"""सबैलाई सुहाउने, हवादार, हलुकी, बन्‍द नहुने भाइजर."""
212;Norwegian;"""Universalstørrelse, godt ventilert, lav vekt, avtakbart visir."""
212;Nynorsk;"""Universalstorleik, godt ventilert, låg vekt, visiret kan takast av."""
212;Pashto;"""عمومی اندازه،_سپک وزن لرونکی، هواکش لرونکی، او په اسانه توګه دپیک وصلیدل."""
212;Polish;"""Uniwersalny, odpowiednio wentylowany, lekki, przypinany daszek."""
212;Portuguese (European);"""Viseira de ajuste universal, com respiradouros, leve e de encaixe."""
212;Punjabi;"""ਹਰ ਇੱਕ ਵਿਅਕਤੀ ਦੇ ਫਿਟ ਆ ਸਕਦਾ ਹੈ, ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਲ ਹਵਾਦਾਰ, ਹਲਕਾ, ਹੁੱਕ ਨਾਲ ਬੰਦ ਹੋਣ ਵਾਲਾ ਵਾਈਜ਼ਰ।"""
212;Quecha;"""Llapanpaq,wayrachisqa,mana llasaq qawanampas churaykunalla."""
212;Romanian;"""Vizor cu montaj universal, bine aerisit şi cu greutate redusă."""
212;Rumansh;"""Leva, ariada, grondezza unitara, cun in visur movibel."""
212;Russian;"""Механизм подгонки по размеру, отличная вентиляция, легкий вес, съемный козырек."""
212;Serbian - Cyrillic;"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
212;Serbian - Latin;"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
212;Slovak;"""Chránič prilby, ktorý vyhovuje každému, je priedušný, ľahký a pripevňuje sa zacvaknutím."""
212;Slovenian;"""Lahek, snemljiv in zračen univerzalni vizir."""
212;Spanish;"""Universal, ventilada, ligera y con visor acoplable."""
212;Swahili;"""Inafaa kazi zote, ina tundu nzuri la hewa, nyepesi, na kioo cha kubana."""
212;Swedish;"""Universal passform, bra luftgenomströmning, lätt, fästbar skärm."""
212;Tamil;"""அனைவருக்கும் பொருந்தக்கூடியது, காற்றோட்டமானது, இலேசானது, எளிதில் அணிந்துகொள்ளும் வைஸர்."""
212;Telugu;"""అందరికీ సరిపోయే, బాగా గాలి సోకే, తేలికయిన రేస్ హెల్మెట్."""
212;Tswana;"""Leriba le le lekanang gotlhe, le le butsweng maroba sentle, le le moima-tlhofo e bile le tsenngwa motlhofo fela """
212;Ukrainian;"""Вентильований пристібний козирок із легкого матеріалу, розмір регулюється."""
212;Urdu;"""عالمگیر موزوں، اچھی طرح ہوادار، ہلکا، وائزر پر سنیپ۔"""
212;Vietnamese;"""Mũ bảo hiểm vừa cho tất cả, thoáng và có trọng lượng nhẹ."""
212;Welsh;"""Fisor ffit gyffredinol, wedi ei awyru'n dda, ysgafn, clicio ymlaen."""
212;Zulu;"""Isigqoko esanela wonke umuntu, esinezikhala zomoya, silula, sigqokeka kalula."""
213;Afrikaans;"""Universeel bruikbare, goed geventileerde, liggewig, aanknip-sonskerm."""
213;Albanian;"""Strehëz e lëvizshme, e lehtë, me ajrosje të mirë, me masë universale."""
213;Basque;"""Egokitze unibertsala, aireztatze ona, arina, bisore bateratua."""
213;Bosnian (Cyrillic);"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
213;Bosnian (Latin);"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
213;Brazilian;"""Viseira de encaixe com regulagem universal, leve e bem ventilada."""
213;Bulgarian;"""Универсален дизайн, добра вентилация, малко тегло, подвижна козирка."""
213;Catalan;"""Mida universal, ben ventilat, lleuger, visor extraïble."""
213;Chinese - Hongkong;適合男女老幼的設計、透氣通風、質地輕巧，且附有可拆式帽簷。
213;Chinese - Trad;無差別設計，通風透氣，質地輕巧，帽簷可拆裝。
213;Croatian;"""Univerzalan, prozračan i lagan uklonjivi vizir."""
213;Czech;"""Univerzální, vzdušný a odlehčený zacvakávací štítek"""
213;Danish;"""Let og godt ventileret universalvisir, der kan klikkes på."""
213;Dutch;"""Universeel, goed geventileerd, lichtgewicht, snel monteerbaar vizier."""
213;Estonian;"""Universaalse sobivusega, hea õhutusega, kerge, klõps-kinnitusega visiir."""
213;Farsi;"""آفتابگیر با قابلیت نصب برای همه مدل ها، با تهویه مناسب و سبک وزن."""
213;Finnish;"""Vakiokoko, hyvät tuuletusaukot, kevyt rakenne, paikalleen napsautettava lippa."""
213;Galician;"""Talle única, ben ventilado, lixeiro, con viseira incorporada."""
213;Greek;"""Ένα μέγεθος, καλός εξαερισμός, ελαφρύ, προσαρτώμενη προσωπίδα."""
213;Gujrati;"""તમામ જગ્યા માટે અનુકૂળ, હવાની યોગ્ય અવર-જવર, હળવું વજન ધરાવતું સ્નૅપ-ઑન વાઇઝર. """
213;Hindi;"""युनिवर्सल फिट, हवादार, हल्के वज़न की, स्नेप-ऑन वायसर.  """
213;Hungarian;"""Egyetlen univerzális méret, jól szellőzik, pehelykönnyű, rápattintható napellenzővel."""
213;Icelandic;"""Passar öllum, gott loftflæði, léttur. Með ásmellanlegu skyggni."""
213;Indonesian;"""Sesuai untuk siapa saja, memiliki ventilasi yang memadai, ringan, dilengkapi pelindung matahari praktis."""
213;Inuktitut;"""r4fo]mk5 N7mQ/sJ8N3g6, hSD8N5txo3ymJ6, se5]g9lil, wo5b3gu4l bf4ns0Jtc3Li."""
213;Irish;"""Tá an scáthlán éadrom aeraithe go maith, oireann sé do chách agus cuirtear ina áit é de smeach."""
213;Italian;"""Visiera leggera, aerodinamica, misura unica, amovibile."""
213;Kannada;"""ಎಲ್ಲರಿಗೂ ಹೊಂದುವಂತಹದ್ದು, ವಾತಾನುಕೂಲಿ, ಹಗುರ, ಶಿರಸ್ತ್ರಾಣದೊಂದಿಗೆ ಉತ್ತಮವಾಗಿರುತ್ತದೆ."""
213;Kazakh;"""Әмбебап үйлесімді, жақсы желдетілетін, жеңіл, бекітілмелі шлем. """
213;Konkani;"""सर्वव्यापक नदरेन बरें, सामकें ल्हव आनी मदींच तुट्टा तसली."""
213;Korean;가볍고 잘 휘어지는 스냅온 바이져로 어디에나 잘 맞습니다.
213;Latvian;Universāls un viegls piepogājams sejas aizsegs ar labu gaisa plūsmu.
213;Lithuanian;"""Universaliai tinkantis, gerai vėdinamas, prisegamas antveidis."""
213;Luxenbourgish;"""Eng Gréisst, otmungsaktiv, liicht, mat enger Visière, déi een ka rofhuelen."""
213;Macedonian;"""Универзална големина, добра вентилација, мала тежина, визир што се отстранува."""
213;Malaysian;Visor sangkut yang ringan dengan pengudaraan yang baik dan muat secara universal.
213;Maori;"""He pare pōtae ka taea e te katoa te whakamau, he māmā te taumaha, he ngāwari te whakahono. """
213;Marathi;"""जागतिक फिट, उत्तम-वायूवीजन, वजनाला हलका, स्नॅप-ऑन वायझर."""
213;Nepali;"""सबैलाई सुहाउने, हवादार, हलुकी, बन्‍द नहुने भाइजर."""
213;Norwegian;"""Universalstørrelse, godt ventilert, lav vekt, avtakbart visir."""
213;Nynorsk;"""Universalstorleik, godt ventilert, låg vekt, visiret kan takast av."""
213;Pashto;"""عمومی اندازه،_سپک وزن لرونکی، هواکش لرونکی، او په اسانه توګه دپیک وصلیدل."""
213;Polish;"""Uniwersalny, odpowiednio wentylowany, lekki, przypinany daszek."""
213;Portuguese (European);"""Viseira de ajuste universal, com respiradouros, leve e de encaixe."""
213;Punjabi;"""ਹਰ ਇੱਕ ਵਿਅਕਤੀ ਦੇ ਫਿਟ ਆ ਸਕਦਾ ਹੈ, ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਲ ਹਵਾਦਾਰ, ਹਲਕਾ, ਹੁੱਕ ਨਾਲ ਬੰਦ ਹੋਣ ਵਾਲਾ ਵਾਈਜ਼ਰ।"""
213;Quecha;"""Llapanpaq,wayrachisqa,mana llasaq qawanampas churaykunalla."""
213;Romanian;"""Vizor cu montaj universal, bine aerisit şi cu greutate redusă."""
213;Rumansh;"""Leva, ariada, grondezza unitara, cun in visur movibel."""
213;Russian;"""Механизм подгонки по размеру, отличная вентиляция, легкий вес, съемный козырек."""
213;Serbian - Cyrillic;"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
213;Serbian - Latin;"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
213;Slovak;"""Chránič prilby, ktorý vyhovuje každému, je priedušný, ľahký a pripevňuje sa zacvaknutím."""
213;Slovenian;"""Lahek, snemljiv in zračen univerzalni vizir."""
213;Spanish;"""Universal, ventilada, ligera y con visor acoplable."""
213;Swahili;"""Inafaa kazi zote, ina tundu nzuri la hewa, nyepesi, na kioo cha kubana."""
213;Swedish;"""Universal passform, bra luftgenomströmning, lätt, fästbar skärm."""
213;Tamil;"""அனைவருக்கும் பொருந்தக்கூடியது, காற்றோட்டமானது, இலேசானது, எளிதில் அணிந்துகொள்ளும் வைஸர்."""
213;Telugu;"""అందరికీ సరిపోయే, బాగా గాలి సోకే, తేలికయిన రేస్ హెల్మెట్."""
213;Tswana;"""Leriba le le lekanang gotlhe, le le butsweng maroba sentle, le le moima-tlhofo e bile le tsenngwa motlhofo fela """
213;Ukrainian;"""Вентильований пристібний козирок із легкого матеріалу, розмір регулюється."""
213;Urdu;"""عالمگیر موزوں، اچھی طرح ہوادار، ہلکا، وائزر پر سنیپ۔"""
213;Vietnamese;"""Mũ bảo hiểm vừa cho tất cả, thoáng và có trọng lượng nhẹ."""
213;Welsh;"""Fisor ffit gyffredinol, wedi ei awyru'n dda, ysgafn, clicio ymlaen."""
213;Zulu;"""Isigqoko esanela wonke umuntu, esinezikhala zomoya, silula, sigqokeka kalula."""
214;Afrikaans;"""Universeel bruikbare, goed geventileerde, liggewig, aanknip-sonskerm."""
214;Albanian;"""Strehëz e lëvizshme, e lehtë, me ajrosje të mirë, me masë universale."""
214;Basque;"""Egokitze unibertsala, aireztatze ona, arina, bisore bateratua."""
214;Bosnian (Cyrillic);"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
214;Bosnian (Latin);"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
214;Brazilian;"""Viseira de encaixe com regulagem universal, leve e bem ventilada."""
214;Bulgarian;"""Универсален дизайн, добра вентилация, малко тегло, подвижна козирка."""
214;Catalan;"""Mida universal, ben ventilat, lleuger, visor extraïble."""
214;Chinese - Hongkong;適合男女老幼的設計、透氣通風、質地輕巧，且附有可拆式帽簷。
214;Chinese - Trad;無差別設計，通風透氣，質地輕巧，帽簷可拆裝。
214;Croatian;"""Univerzalan, prozračan i lagan uklonjivi vizir."""
214;Czech;"""Univerzální, vzdušný a odlehčený zacvakávací štítek"""
214;Danish;"""Let og godt ventileret universalvisir, der kan klikkes på."""
214;Dutch;"""Universeel, goed geventileerd, lichtgewicht, snel monteerbaar vizier."""
214;Estonian;"""Universaalse sobivusega, hea õhutusega, kerge, klõps-kinnitusega visiir."""
214;Farsi;"""آفتابگیر با قابلیت نصب برای همه مدل ها، با تهویه مناسب و سبک وزن."""
214;Finnish;"""Vakiokoko, hyvät tuuletusaukot, kevyt rakenne, paikalleen napsautettava lippa."""
214;Galician;"""Talle única, ben ventilado, lixeiro, con viseira incorporada."""
214;Greek;"""Ένα μέγεθος, καλός εξαερισμός, ελαφρύ, προσαρτώμενη προσωπίδα."""
214;Gujrati;"""તમામ જગ્યા માટે અનુકૂળ, હવાની યોગ્ય અવર-જવર, હળવું વજન ધરાવતું સ્નૅપ-ઑન વાઇઝર. """
214;Hindi;"""युनिवर्सल फिट, हवादार, हल्के वज़न की, स्नेप-ऑन वायसर.  """
214;Hungarian;"""Egyetlen univerzális méret, jól szellőzik, pehelykönnyű, rápattintható napellenzővel."""
214;Icelandic;"""Passar öllum, gott loftflæði, léttur. Með ásmellanlegu skyggni."""
214;Indonesian;"""Sesuai untuk siapa saja, memiliki ventilasi yang memadai, ringan, dilengkapi pelindung matahari praktis."""
214;Inuktitut;"""r4fo]mk5 N7mQ/sJ8N3g6, hSD8N5txo3ymJ6, se5]g9lil, wo5b3gu4l bf4ns0Jtc3Li."""
214;Irish;"""Tá an scáthlán éadrom aeraithe go maith, oireann sé do chách agus cuirtear ina áit é de smeach."""
214;Italian;"""Visiera leggera, aerodinamica, misura unica, amovibile."""
214;Kannada;"""ಎಲ್ಲರಿಗೂ ಹೊಂದುವಂತಹದ್ದು, ವಾತಾನುಕೂಲಿ, ಹಗುರ, ಶಿರಸ್ತ್ರಾಣದೊಂದಿಗೆ ಉತ್ತಮವಾಗಿರುತ್ತದೆ."""
214;Kazakh;"""Әмбебап үйлесімді, жақсы желдетілетін, жеңіл, бекітілмелі шлем. """
214;Konkani;"""सर्वव्यापक नदरेन बरें, सामकें ल्हव आनी मदींच तुट्टा तसली."""
214;Korean;가볍고 잘 휘어지는 스냅온 바이져로 어디에나 잘 맞습니다.
214;Latvian;Universāls un viegls piepogājams sejas aizsegs ar labu gaisa plūsmu.
214;Lithuanian;"""Universaliai tinkantis, gerai vėdinamas, prisegamas antveidis."""
214;Luxenbourgish;"""Eng Gréisst, otmungsaktiv, liicht, mat enger Visière, déi een ka rofhuelen."""
214;Macedonian;"""Универзална големина, добра вентилација, мала тежина, визир што се отстранува."""
214;Malaysian;Visor sangkut yang ringan dengan pengudaraan yang baik dan muat secara universal.
214;Maori;"""He pare pōtae ka taea e te katoa te whakamau, he māmā te taumaha, he ngāwari te whakahono. """
214;Marathi;"""जागतिक फिट, उत्तम-वायूवीजन, वजनाला हलका, स्नॅप-ऑन वायझर."""
214;Nepali;"""सबैलाई सुहाउने, हवादार, हलुकी, बन्‍द नहुने भाइजर."""
214;Norwegian;"""Universalstørrelse, godt ventilert, lav vekt, avtakbart visir."""
214;Nynorsk;"""Universalstorleik, godt ventilert, låg vekt, visiret kan takast av."""
214;Pashto;"""عمومی اندازه،_سپک وزن لرونکی، هواکش لرونکی، او په اسانه توګه دپیک وصلیدل."""
214;Polish;"""Uniwersalny, odpowiednio wentylowany, lekki, przypinany daszek."""
214;Portuguese (European);"""Viseira de ajuste universal, com respiradouros, leve e de encaixe."""
214;Punjabi;"""ਹਰ ਇੱਕ ਵਿਅਕਤੀ ਦੇ ਫਿਟ ਆ ਸਕਦਾ ਹੈ, ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਲ ਹਵਾਦਾਰ, ਹਲਕਾ, ਹੁੱਕ ਨਾਲ ਬੰਦ ਹੋਣ ਵਾਲਾ ਵਾਈਜ਼ਰ।"""
214;Quecha;"""Llapanpaq,wayrachisqa,mana llasaq qawanampas churaykunalla."""
214;Romanian;"""Vizor cu montaj universal, bine aerisit şi cu greutate redusă."""
214;Rumansh;"""Leva, ariada, grondezza unitara, cun in visur movibel."""
214;Russian;"""Механизм подгонки по размеру, отличная вентиляция, легкий вес, съемный козырек."""
214;Serbian - Cyrillic;"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
214;Serbian - Latin;"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
214;Slovak;"""Chránič prilby, ktorý vyhovuje každému, je priedušný, ľahký a pripevňuje sa zacvaknutím."""
214;Slovenian;"""Lahek, snemljiv in zračen univerzalni vizir."""
214;Spanish;"""Universal, ventilada, ligera y con visor acoplable."""
214;Swahili;"""Inafaa kazi zote, ina tundu nzuri la hewa, nyepesi, na kioo cha kubana."""
214;Swedish;"""Universal passform, bra luftgenomströmning, lätt, fästbar skärm."""
214;Tamil;"""அனைவருக்கும் பொருந்தக்கூடியது, காற்றோட்டமானது, இலேசானது, எளிதில் அணிந்துகொள்ளும் வைஸர்."""
214;Telugu;"""అందరికీ సరిపోయే, బాగా గాలి సోకే, తేలికయిన రేస్ హెల్మెట్."""
214;Tswana;"""Leriba le le lekanang gotlhe, le le butsweng maroba sentle, le le moima-tlhofo e bile le tsenngwa motlhofo fela """
214;Ukrainian;"""Вентильований пристібний козирок із легкого матеріалу, розмір регулюється."""
214;Urdu;"""عالمگیر موزوں، اچھی طرح ہوادار، ہلکا، وائزر پر سنیپ۔"""
214;Vietnamese;"""Mũ bảo hiểm vừa cho tất cả, thoáng và có trọng lượng nhẹ."""
214;Welsh;"""Fisor ffit gyffredinol, wedi ei awyru'n dda, ysgafn, clicio ymlaen."""
214;Zulu;"""Isigqoko esanela wonke umuntu, esinezikhala zomoya, silula, sigqokeka kalula."""
215;Afrikaans;"""Universeel bruikbare, goed geventileerde, liggewig, aanknip-sonskerm."""
215;Albanian;"""Strehëz e lëvizshme, e lehtë, me ajrosje të mirë, me masë universale."""
215;Basque;"""Egokitze unibertsala, aireztatze ona, arina, bisore bateratua."""
215;Bosnian (Cyrillic);"""Универзална величина, лак пролазак ваздуха, лаган, отклопив визир."""
215;Bosnian (Latin);"""Univerzalna veličina, lak prolazak vazduha, lagan, otklopiv vizir."""
215;Brazilian;"""Viseira de encaixe com regulagem universal, leve e bem ventilada."""
215;Bulgarian;"""Универсален дизайн, добра вентилация, малко тегло, подвижна козирка."""
215;Catalan;"""Mida universal, ben ventilat, lleuger, visor extraïble."""
